brand,brand_short,product,product_short,hex,H,S,V,L,group,shade,red,green,blue
Bharat & Doris,bd,Liquid Foundation,lf,"(227, 179, 133)",29,0.41,0.89,77,7,Sand 2,227,179,133
Bharat & Doris,bd,Liquid Foundation,lf,"(203, 161, 103)",35,0.49,0.8,69,7,Ebony,203,161,103
Olivia,ol,Foundation,fo,"(235, 137, 62)",26,0.74,0.92,67,7,Natural Glow,235,137,62
Olivia,ol,Foundation,fo,"(239, 154, 90)",26,0.62,0.94,72,7,Soft Beige,239,154,90
Olivia,ol,Foundation,fo,"(208, 128, 59)",28,0.72,0.82,61,7,Sunset Rouge,208,128,59
Olivia,ol,Foundation,fo,"(183, 111, 71)",21,0.61,0.72,54,7,Satin Ivory,183,111,71
Blue Heaven,bh,X Factor,xf,"(235, 176, 138)",24,0.41,0.92,77,7,Natural,235,176,138
Blue Heaven,bh,X Factor,xf,"(232, 182, 132)",30,0.43,0.91,78,7,Blush,232,182,132
Lotus Herbals,lh,Make-Up Ecostay,mue,"(238, 193, 162)",24,0.32,0.93,82,7,Royal Pearl,238,193,162
Lotus Herbals,lh,Make-Up Ecostay,mue,"(183, 165, 151)",26,0.17,0.72,69,7,Royal Ivory,183,165,151
Lotus Herbals,lh,Make-Up Ecostay,mue,"(240, 192, 146)",29,0.39,0.94,81,7,Hazelnut Star,240,192,146
Lotus Herbals,lh,Make-Up Ecostay,mue,"(208, 152, 95)",30,0.54,0.82,67,7,Bright Angel,208,152,95
Nykaa,ny,SKINgenius,sg,"(203, 144, 112)",21,0.45,0.8,65,7,Pure Ivory 01,203,144,112
Nykaa,ny,SKINgenius,sg,"(223, 171, 134)",25,0.4,0.87,74,7,Almond Beige 02,223,171,134
Nykaa,ny,SKINgenius,sg,"(209, 150, 118)",21,0.44,0.82,67,7,Warm Sand 03,209,150,118
Nykaa,ny,SKINgenius,sg,"(212, 172, 147)",23,0.31,0.83,74,7,True Tan 04,212,172,147
Nykaa,ny,SKINgenius,sg,"(235, 199, 175)",24,0.26,0.92,83,7,Golden Honey 05,235,199,175
L'Oréal,lo,True Match,tms,"(105, 55, 32)",19,0.7,0.41,29,7,F1 Rose Ivory,105,55,32
L'Oréal,lo,True Match,tms,"(176, 117, 85)",21,0.52,0.69,55,7,G1 Gold Ivory,176,117,85
L'Oréal,lo,True Match,tms,"(188, 109, 78)",17,0.59,0.74,55,7,F2 Rose Porcelain,188,109,78
L'Oréal,lo,True Match,tms,"(194, 153, 121)",26,0.38,0.76,67,7,G2 Gold Porcelain,194,153,121
L'Oréal,lo,True Match,tms,"(221, 180, 150)",25,0.32,0.87,76,7,N3 Nude Vanilla,221,180,150
L'Oréal,lo,True Match,tms,"(238, 191, 163)",22,0.32,0.93,81,7,W3 Nude Beige,238,191,163
L'Oréal,lo,True Match,tms,"(231, 203, 181)",26,0.22,0.91,84,7,G3 Gold Vanilla,231,203,181
L'Oréal,lo,True Match,tms,"(220, 178, 154)",22,0.3,0.86,76,7,W4 Natural Beige,220,178,154
L'Oréal,lo,True Match,tms,"(240, 199, 179)",20,0.25,0.94,83,7,G4 Gold Beige,240,199,179
L'Oréal,lo,True Match,tms,"(238, 207, 186)",24,0.22,0.93,85,7,N4 Nude Beige,238,207,186
L'Oréal,lo,True Match,tms,"(232, 199, 184)",19,0.21,0.91,83,7,G5 Gold Cream,232,199,184
L'Oréal,lo,True Match,tms,"(240, 203, 185)",20,0.23,0.94,85,7,W6 Sun Beige,240,203,185
L'Oréal,lo,True Match,tms,"(233, 196, 177)",20,0.24,0.91,82,7,N7 Nude Amber,233,196,177
L'Oréal,lo,True Match,tms,"(234, 190, 161)",24,0.31,0.92,80,7,W7 Caramel Beige,234,190,161
